time,bpm,spo2,Trans: Wave,Reflect: Red,Reflect: IR
0.004786968231201172,75,97,32,57761,14465
0.04353690147399902,75,97,30,1147389,1147398
0.08231353759765625,75,97,28,1714814,2254470
0.12321615219116211,75,97,27,1715540,2263592
0.1604175567626953,75,97,25,1715532,2263576
0.20139479637145996,75,97,23,1715535,2263601
0.24308252334594727,75,97,22,1715540,2263621
0.2839055061340332,75,97,21,1715578,2263681
0.3226025104522705,75,97,20,1715548,2263616
0.3634464740753174,75,97,19,1715532,2263673
0.4021422863006592,75,97,19,1715578,2263712
0.4429764747619629,75,97,18,1715574,2263748
0.48377227783203125,75,97,18,1715574,2263728
0.5224988460540771,75,97,17,1715408,2263436
0.5633416175842285,75,97,16,1715323,2263228
0.6020083427429199,75,97,16,1715267,2263082
0.6428687572479248,75,97,15,1715277,2263110
0.683659553527832,75,97,14,1715328,2263190
0.7223637104034424,75,97,12,1715347,2263315
0.7631702423095703,75,97,10,1715387,2263373
0.8018796443939209,75,97,9,1715339,2263275
0.8427090644836426,75,97,9,1715323,2263230
0.8835692405700684,75,97,12,1715279,2263123
0.9224543571472168,75,97,18,1715280,2263116
0.9619081020355225,75,97,27,1715260,2263052
1.0013670921325684,75,97,38,1715229,2263055
1.0408952236175537,75,97,48,1715255,2263060
1.0820999145507812,75,97,58,1715297,2263192
1.121619462966919,75,97,65,1715314,2263209
1.1625478267669678,75,97,68,1715311,2263203
1.2035820484161377,75,97,68,1715246,2263136
1.2420001029968262,75,97,66,1715109,2262892
1.2814161777496338,75,97,63,1714985,2262648
1.320878028869629,75,97,59,1714938,2262485
1.3632609844207764,75,97,55,1714881,2262376
1.4019980430603027,75,97,52,1714910,2262466
1.4412436485290527,75,97,48,1714931,2262499
1.4823882579803467,75,97,45,1714936,2262502
1.5217719078063965,75,97,43,1714879,2262502
1.5620036125183105,75,97,41,1714873,2262476
1.6028492450714111,75,97,40,1714872,2262435
1.6418676376342773,75,97,40,1714813,2262354
1.6812124252319336,75,97,40,1714808,2262328
1.720703363418579,75,97,40,1714830,2262320
1.7617316246032715,75,97,40,1714820,2262380
1.8010897636413574,75,97,40,1714813,2262378
1.840597152709961,75,97,39,1714833,2262397
1.8816356658935547,75,97,38,1714841,2262407
1.9223723411560059,75,97,36,1714835,2262449
1.9608497619628906,75,97,34,1714698,2262264
2.0019214153289795,75,97,32,1714552,2261962
2.041292667388916,75,97,30,1714435,2261656
2.080840826034546,75,97,28,1714366,2261543
2.122105598449707,75,97,26,1714362,2261510
2.162210464477539,75,97,25,1714415,2261649
2.2033090591430664,75,97,24,1714436,2261710
2.24162220954895,75,97,24,1714408,2261699
2.2811059951782227,75,97,23,1714391,2261635
2.3205132484436035,75,97,24,1714417,2261661
2.36164927482605,75,97,23,1714429,2261716
2.4009976387023926,75,97,23,1714420,2261710
2.440436601638794,75,97,23,1714453,2261717
2.481476306915283,75,97,23,1714417,2261699
2.5210959911346436,75,97,23,1714407,2261672
2.56046462059021,75,97,23,1714441,2261691
2.6015279293060303,75,97,22,1714429,2261754
2.641044855117798,75,97,22,1714436,2261674
2.6804258823394775,75,97,21,1714436,2261653
2.721470355987549,75,97,22,1714299,2261516
2.761063814163208,75,97,25,1714180,2261202
2.8004562854766846,75,97,30,1714112,2261010
2.841545343399048,75,97,37,1714092,2261010
2.8810110092163086,75,97,44,1714126,2261012
2.920395851135254,75,97,53,1714201,2261119
2.961559534072876,75,97,61,1714198,2261192
3.000974655151367,75,97,67,1714180,2261144
3.0403525829315186,75,97,69,1714172,2261072
3.0814578533172607,75,97,67,1714168,2261136
3.120929718017578,75,97,64,1714179,2261113
3.1603047847747803,75,97,60,1714193,2261114
3.201333522796631,75,97,55,1714163,2261133
3.2409348487854004,75,97,50,1714177,2261096
3.2802770137786865,75,97,46,1714189,2261109
3.3213117122650146,75,97,43,1714169,2261178
3.360842704772949,75,97,40,1714206,2261192
3.4002392292022705,75,97,39,1714220,2261189
3.4413950443267822,75,97,38,1714168,2261156
