time,Reflect: Red,Reflect: IR
0.004648685455322266,591280,605282
0.009326696395874023,591286,605287
0.014044046401977539,591285,605292
0.018809080123901367,591288,605289
0.023568391799926758,591295,605297
0.02831745147705078,591302,605310
0.03307366371154785,591301,605310
0.037789106369018555,591285,605274
0.042499542236328125,591266,605232
0.04703259468078613,591255,605206
0.051679134368896484,591258,605204
0.05455946922302246,591265,605212
0.05745244026184082,591268,605225
0.060212135314941406,591277,605238
0.06292510032653809,591282,605246
0.06563377380371094,591279,605245
0.06854653358459473,591276,605239
0.07182121276855469,591279,605245
0.07471466064453125,591288,605264
0.07755064964294434,591293,605281
0.08045744895935059,591296,605289
0.08334827423095703,591304,605289
0.08623862266540527,591308,605296
0.08907866477966309,591307,605304
0.09195351600646973,591314,605312
0.09477400779724121,591316,605319
0.09751677513122559,591318,605332
0.10103726387023926,591315,605322
0.10412287712097168,591296,605275
0.10727548599243164,591282,605243
0.1101236343383789,591267,605228
0.11290788650512695,591279,605224
0.1156320571899414,591303,605228
0.1510629653930664,591283,605230
0.19045495986938477,591292,605251
0.23111295700073242,591296,605262
0.2709848880767822,591298,605259
0.3108341693878174,591297,605264
0.35059142112731934,591299,605269
0.39047813415527344,591310,605287
0.4303398132324219,591311,605294
0.47052907943725586,591321,605299
0.510408878326416,591318,605307
0.5502712726593018,591328,605312
0.5903308391571045,591332,605309
0.630305290222168,591334,605324
0.6701931953430176,591343,605338
0.7100787162780762,591345,605348
0.7507956027984619,591337,605329
0.790673017501831,591320,605289
0.8305559158325195,591311,605259
0.87351393699646,591316,605255
0.9140048027038574,591325,605264
0.9524180889129639,591316,605256
0.9928951263427734,591333,605277
1.0333356857299805,591328,605280
1.0743308067321777,591328,605286
1.113309383392334,591332,605285
1.1539180278778076,591340,605298
1.1916453838348389,591333,605306
1.2326083183288574,591343,605317
1.2719769477844238,591331,605337
1.3124804496765137,591345,605321
1.3531146049499512,591361,605344
1.393578290939331,591347,605313
1.4319171905517578,591354,605347
1.4733619689941406,591360,605354
1.5117242336273193,591380,605383
1.5519397258758545,591373,605365
1.5933122634887695,591384,605394
1.6317131519317627,591368,605353
1.6722874641418457,591349,605299
1.7114160060882568,591335,605292
1.7523236274719238,591345,605305
1.7921569347381592,591348,605302
1.832697868347168,591376,605340
1.8733832836151123,591369,605329
1.911693811416626,591377,605336
1.9520659446716309,591372,605346
1.9926443099975586,591383,605357
2.0333192348480225,591389,605348
2.0716135501861572,591388,605356
2.1115622520446777,591408,605371
2.1523067951202393,591403,605379
2.190821886062622,591405,605397
2.2317070960998535,591421,605407
2.2723186016082764,591422,605413
2.312757730484009,591429,605424
2.3533668518066406,591446,605432
2.391782760620117,591424,605437
2.4322617053985596,591444,605461
2.472797393798828,591444,605449
2.511134147644043,591427,605426
2.5515570640563965,591412,605371
2.5923244953155518,591411,605353
2.63141131401062,591411,605358
2.671308755874634,591427,605380
2.7104852199554443,591429,605382
2.751258611679077,591438,605401
2.7920138835906982,591427,605391
2.8323991298675537,591435,605408
2.8728396892547607,591435,605390
2.911449909210205,591407,605359
2.95180606842041,591447,605421
2.9910433292388916,591437,605399
3.031519651412964,591445,605412
3.071901321411133,591444,605443
3.1119158267974854,591467,605462
3.1507580280303955,591461,605464
3.19063401222229,591460,605453
3.2315194606781006,591466,605463
3.27006459236145,591466,605490
3.310858726501465,591491,605501
3.3500895500183105,591488,605504
3.3909051418304443,591475,605506
3.429985523223877,591460,605435
3.4717588424682617,591464,605398
3.51216983795166,591430,605385
3.550917387008667,591451,605406
3.5914759635925293,591461,605423
3.6308794021606445,591466,605440
3.669973134994507,591460,605439
3.7108612060546875,591456,605445
3.7500252723693848,591458,605441
3.7916922569274902,591480,605443
3.832124948501587,591466,605426
3.870631217956543,591477,605461
3.9110920429229736,591489,605468
3.9515204429626465,591485,605465
3.9920597076416016,591484,605468
4.030395030975342,591495,605476
4.070956707000732,591490,605489
4.112147569656372,591490,605495
4.151238679885864,591499,605501
4.1900694370269775,591503,605507
4.230967998504639,591513,605524
4.271545648574829,591522,605523
4.311992645263672,591534,605554
4.350484609603882,591500,605486
4.390917778015137,591496,605464
4.431295156478882,591493,605434
4.471987009048462,591485,605430
4.510345458984375,591503,605451
4.551392316818237,591507,605458
4.591882944107056,591518,605487
4.63046669960022,591513,605483
4.670892238616943,591503,605475
4.710172653198242,591512,605480
4.749389886856079,591505,605482
4.791712522506714,591527,605503
4.8300557136535645,591527,605500
4.870574951171875,591528,605513
4.911053895950317,591538,605518
4.9515135288238525,591539,605520
4.9899280071258545,591535,605538
5.030406475067139,591542,605537
5.070883274078369,591551,605554
5.111445903778076,591548,605553
5.151194334030151,591550,605565
5.190382957458496,591573,605580
5.229633569717407,591582,605574
5.268803358078003,591580,605575
5.310754776000977,591556,605537
5.351253271102905,591524,605471
5.390527725219727,591527,605467
5.429718732833862,591542,605488
5.470898389816284,591561,605504
5.509064674377441,591542,605497
5.54879093170166,591553,605506
5.588754892349243,591554,605521
5.629576921463013,591562,605525
5.669081449508667,591556,605509
5.710096120834351,591549,605505
5.749736785888672,591547,605515
5.790783882141113,591562,605550
5.829117298126221,591578,605567
5.869611024856567,591575,605564
5.910115957260132,591586,605581
5.950543642044067,591586,605587
5.989100694656372,591594,605584
6.029580593109131,591574,605588
6.070032835006714,591597,605610
6.110575437545776,591603,605605
6.1490373611450195,591608,605628
6.188331365585327,591609,605622
6.229291677474976,591608,605624
6.268530607223511,591585,605573
6.309319019317627,591586,605536
6.3501811027526855,591600,605545
6.390702247619629,591591,605534
6.429479360580444,591569,605538
6.4699177742004395,591592,605565
6.51048469543457,591577,605542
6.54880690574646,591586,605563
6.589248418807983,591591,605575
6.6296632289886475,591610,605589
6.670565605163574,591602,605574
6.7085418701171875,591598,605568
6.748098850250244,591595,605626
6.789072513580322,591627,605629
