time,bpm,spo2,Trans: Wave,Reflect: Red,Reflect: IR
0.004828929901123047,78,97,15,57889,57875
0.02223968505859375,78,97,18,336427,336435
0.04397249221801758,78,97,24,614940,614883
0.06374716758728027,78,97,32,893444,893313
0.08341240882873535,78,97,40,1171966,1171851
0.10299539566040039,78,97,50,1450337,1450249
0.12151050567626953,78,97,59,1715287,1728291
0.1409914493560791,78,97,64,1715380,1990173
0.16038942337036133,78,97,67,1715395,1990185
0.18103456497192383,78,97,66,1715390,1990192
0.20045781135559082,78,97,63,1715402,1990181
0.22312593460083008,78,97,60,1715455,1990268
0.24274444580078125,78,97,55,1715408,1990195
0.262347936630249,78,97,51,1715366,1990242
0.2820241451263428,78,97,46,1715450,1990264
0.3037374019622803,78,97,42,1715356,1990202
0.3215062618255615,78,97,39,1715358,1990070
0.3423309326171875,78,97,36,1715354,1990089
0.36139583587646484,78,97,35,1715349,1990122
0.38213348388671875,78,97,34,1715339,1990267
0.4012575149536133,78,97,35,1715340,1990265
0.42220211029052734,78,97,36,1715402,1990241
0.44176197052001953,78,97,37,1715417,1990238
0.4635496139526367,78,97,38,1715385,1990154
0.48336243629455566,78,97,39,1715350,1990178
0.5031743049621582,78,97,39,1715466,1990287
0.5214142799377441,78,97,38,1715402,1990143
0.5421953201293945,78,97,37,1715377,1990172
0.5613501071929932,78,97,34,1715396,1990213
0.5821821689605713,78,97,32,1715387,1990186
0.6013438701629639,78,97,29,1715382,1990185
0.6222119331359863,78,97,27,1715394,1990211
0.6413617134094238,78,97,25,1715413,1990132
0.662184476852417,78,97,24,1715410,1990144
0.6812708377838135,78,97,23,1715386,1990196
0.7021090984344482,78,97,22,1715378,1990207
0.721287727355957,78,97,22,1715314,1990121
0.742072343826294,78,97,22,1715147,1990010
0.7612049579620361,78,97,22,1715062,1989894
0.7820682525634766,78,97,22,1715012,1989833
0.8011264801025391,78,97,22,1715012,1989775
0.8218927383422852,78,97,22,1714980,1989835
0.8410513401031494,78,97,22,1714980,1989840
0.861840009689331,78,97,21,1714992,1989825
0.8809521198272705,78,97,20,1714988,1989848
0.901789665222168,78,97,22,1715051,1989872
0.9209558963775635,78,97,27,1715034,1989895
0.9417917728424072,78,97,35,1715051,1989917
