time,Reflect: Red,Reflect: IR
0.004558563232421875,29265,34394
0.009238958358764648,29251,34362
0.013932943344116211,29252,34348
0.01862311363220215,29259,34347
0.023277759552001953,29262,34352
0.0279233455657959,29263,34350
0.032575368881225586,29262,34354
0.03718113899230957,29267,34369
0.04171943664550781,29266,34365
0.04619407653808594,29267,34366
0.05069565773010254,29269,34372
0.055181026458740234,29276,34381
0.059691429138183594,29280,34390
0.06246757507324219,29284,34399
0.06516504287719727,29284,34404
0.06788825988769531,29286,34403
0.07061004638671875,29288,34407
0.07336878776550293,29290,34404
0.07613134384155273,29291,34401
0.07890105247497559,29290,34397
0.08172607421875,29289,34399
0.08447933197021484,29291,34403
0.08719730377197266,29288,34402
0.08996129035949707,29291,34398
0.09273290634155273,29285,34390
0.09549808502197266,29270,34362
0.09830617904663086,29266,34347
0.10118389129638672,29276,34350
0.10405945777893066,29283,34358
0.1068270206451416,29287,34370
0.10957026481628418,29285,34376
0.11244869232177734,29292,34388
0.11533069610595703,29267,34371
0.15183472633361816,29280,34367
0.19100308418273926,29286,34375
0.2308664321899414,29290,34374
0.27016592025756836,29294,34375
0.3108975887298584,29292,34382
0.35074305534362793,29295,34388
0.39058780670166016,29297,34386
0.43044066429138184,29298,34391
0.47036290168762207,29298,34393
0.5102825164794922,29298,34396
0.5501632690429688,29300,34400
0.5900061130523682,29302,34404
0.6306912899017334,29307,34407
0.6705322265625,29301,34400
0.7103688716888428,29292,34386
0.75020432472229,29280,34343
0.7905254364013672,29275,34332
0.8304040431976318,29282,34331
0.8735253810882568,29280,34335
0.9118916988372803,29288,34348
0.9523565769195557,29289,34343
0.992795467376709,29303,34356
1.0333685874938965,29293,34344
1.0717546939849854,29304,34363
1.1121702194213867,29298,34358
1.1533567905426025,29311,34371
1.1916780471801758,29306,34378
1.2320575714111328,29314,34383
1.2724981307983398,29307,34370
1.3128907680511475,29303,34380
1.3532586097717285,29305,34388
1.3915376663208008,29314,34407
1.4319045543670654,29325,34404
1.472517490386963,29321,34402
1.5129358768463135,29325,34410
1.5535030364990234,29331,34404
1.5919506549835205,29325,34410
1.6324045658111572,29335,34422
1.6728689670562744,29318,34394
1.7133009433746338,29311,34357
1.751612663269043,29301,34345
1.7921123504638672,29305,34341
1.8325531482696533,29306,34346
1.8729898929595947,29299,34346
1.9112858772277832,29317,34372
1.9516947269439697,29324,34374
1.99212646484375,29326,34379
2.032641649246216,29323,34377
2.073183059692383,29334,34384
2.111509323120117,29335,34386
2.151970863342285,29335,34386
2.1924498081207275,29333,34393
2.232884168624878,29333,34389
2.2712597846984863,29335,34398
2.3117213249206543,29328,34394
2.3521387577056885,29333,34404
2.3925726413726807,29329,34415
2.430861473083496,29350,34431
2.473097085952759,29347,34420
2.510571002960205,29347,34436
2.55139422416687,29350,34434
2.5909082889556885,29347,34438
2.6313300132751465,29343,34432
2.6717746257781982,29349,34409
2.712191104888916,29340,34382
2.752605438232422,29350,34381
2.7909815311431885,29336,34374
2.8314173221588135,29336,34365
2.8719053268432617,29341,34379
2.912351369857788,29332,34377
2.950638771057129,29346,34400
2.991067886352539,29339,34391
3.0315020084381104,29360,34408
3.0719664096832275,29353,34403
3.1123790740966797,29363,34407
3.1507115364074707,29355,34399
3.1911420822143555,29351,34396
3.231541633605957,29346,34401
3.2719550132751465,29349,34410
3.3103461265563965,29359,34416
3.3507630825042725,29358,34418
