time,Reflect: Red,Reflect: IR
0.004583597183227539,601851,879064
0.009222984313964844,601858,879076
0.013966083526611328,601860,879083
0.018653392791748047,601868,879088
0.023327350616455078,601843,879045
0.027956247329711914,601811,878942
0.03256845474243164,601804,878899
0.03720808029174805,601813,878895
0.04176664352416992,601823,878910
0.04625272750854492,601827,878933
0.05078577995300293,601832,878959
0.05530261993408203,601841,878979
0.05976295471191406,601838,878975
0.06423544883728027,601840,878976
0.06872797012329102,601845,878977
0.0732429027557373,601851,878993
0.07776045799255371,601860,879029
0.08235311508178711,601864,879047
0.08730602264404297,601872,879054
0.08937406539916992,601869,879063
0.0912930965423584,601875,879070
0.0931389331817627,601880,879083
0.0949563980102539,601883,879094
0.09683966636657715,601885,879103
0.0986928939819336,601888,879114
0.1006016731262207,601895,879120
0.1026146411895752,601878,879090
0.10455107688903809,601841,878983
0.10641956329345703,601826,878924
0.1082766056060791,601840,878922
0.11016345024108887,601837,878922
0.1121056079864502,601824,878901
0.1140146255493164,601822,878920
0.15134739875793457,601834,878938
0.19138860702514648,601841,878946
0.23124003410339355,601836,878941
0.2710139751434326,601838,878933
0.3108255863189697,601851,878954
0.35061120986938477,601864,878983
0.39122796058654785,601865,879010
0.4310448169708252,601871,879028
0.4708445072174072,601880,879043
0.5106382369995117,601881,879062
0.5504238605499268,601892,879068
0.5910232067108154,601892,879072
0.6308615207672119,601894,879090
0.6707346439361572,601903,879106
0.7105591297149658,601907,879112
0.750342607498169,601905,879105
0.7910161018371582,601894,879075
0.8329250812530518,601856,878982
0.8733246326446533,601856,878926
0.9137189388275146,601849,878904
0.9541354179382324,601842,878893
0.992436408996582,601859,878935
1.0327942371368408,601869,878962
1.073150873184204,601888,878983
1.1135709285736084,601872,878971
1.1539421081542969,601856,878959
1.1922194957733154,601872,878971
1.2326254844665527,601875,878985
1.2729816436767578,601883,878984
1.313366413116455,601879,878998
1.3537225723266602,601884,879016
1.3941187858581543,601900,879028
1.4324417114257812,601889,879008
1.4728200435638428,601887,879008
1.5131945610046387,601886,879047
1.553567886352539,601900,879061
1.5931692123413086,601900,879066
1.6321394443511963,601919,879070
1.6713194847106934,601911,879058
1.7134075164794922,601893,878999
1.7538981437683105,601856,878903
1.7922217845916748,601849,878866
1.8326702117919922,601847,878866
1.873117208480835,601851,878886
1.9135606288909912,601854,878914
1.9519383907318115,601871,878954
1.992440938949585,601868,878955
2.032956123352051,601876,878956
2.0734074115753174,601864,878938
2.1117589473724365,601888,878981
2.1522209644317627,601887,879002
2.193089723587036,601913,879042
2.2336080074310303,601922,879050
2.271955728530884,601919,879051
2.312419891357422,601916,879045
2.3528568744659424,601915,879061
2.393286943435669,601906,879068
2.4316985607147217,601923,879091
2.472188949584961,601920,879090
2.512662172317505,601934,879126
2.5530972480773926,601928,879115
2.5916717052459717,601909,879038
2.632206439971924,601877,878938
2.672626495361328,601874,878909
2.7131147384643555,601878,878913
2.7514610290527344,601883,878932
2.7919230461120605,601873,878942
2.832435369491577,601907,878989
2.8728866577148438,601894,878988
2.9112112522125244,601913,878998
2.9517099857330322,601909,878992
2.9921936988830566,601930,879021
3.0326876640319824,601927,879032
3.0731542110443115,601948,879064
3.1114931106567383,601944,879067
3.15197491645813,601942,879067
3.192448616027832,601941,879080
3.232916831970215,601950,879095
3.2712371349334717,601947,879110
3.3117001056671143,601943,879102
3.352160692214966,601958,879139
3.3925931453704834,601956,879149
3.430953025817871,601978,879175
3.4713943004608154,601953,879112
3.511854887008667,601922,879008
3.552284002304077,601911,878955
3.59287166595459,601921,878954
3.6312835216522217,601920,878950
3.6717047691345215,601934,878976
3.71221661567688,601935,878986
3.7526638507843018,601952,879012
3.7910492420196533,601949,879025
3.8315019607543945,601942,879008
3.871958017349243,601939,879012
3.9123940467834473,601941,879017
3.950742721557617,601947,879041
3.9912219047546387,601940,879050
4.031687259674072,601962,879091
4.072110652923584,601955,879099
4.110447883605957,601982,879129
4.1508870124816895,601979,879129
4.19135594367981,601998,879146
4.2318689823150635,601995,879152
4.2723023891448975,602002,879165
4.3106420040130615,601990,879152
4.351076126098633,601987,879151
4.391506195068359,601964,879096
4.431983232498169,601921,878980
4.470305919647217,601917,878949
4.510744094848633,601923,878944
4.551163673400879,601943,878965
4.592747449874878,601917,878936
4.62969970703125,601944,878973
4.669204235076904,601945,878987
4.708958864212036,601954,878975
4.75084662437439,601947,878964
4.791277885437012,601943,878970
4.831734895706177,601940,878985
4.87011981010437,601958,879023
4.910560131072998,601950,879028
4.951438903808594,601972,879068
4.9919211864471436,601984,879078
5.030263662338257,601979,879073
5.070692777633667,601983,879084
5.11111044883728,601976,879091
5.151583433151245,601979,879090
5.189988136291504,601992,879120
5.230540990829468,601993,879112
5.271054029464722,601985,879100
5.31148886680603,601947,878996
5.349836111068726,601923,878938
5.39025092124939,601920,878918
5.430692434310913,601951,878957
5.4712300300598145,601937,878960
5.5095720291137695,601962,879004
5.550031661987305,601957,879013
5.591248989105225,601973,879025
5.629319429397583,601959,878992
5.670195817947388,601974,879021
5.709422588348389,601978,879035
5.7498602867126465,601990,879086
5.790313243865967,602002,879099
5.8307719230651855,602002,879103
5.871185541152954,602009,879110
5.909494161605835,601999,879114
5.950075387954712,601999,879120
5.990543603897095,602011,879138
6.031007528305054,602008,879147
6.069380044937134,602021,879167
6.109846830368042,602017,879170
6.15030574798584,602030,879187
6.190912246704102,601973,879087
6.229254245758057,601963,878987
6.269638538360596,601956,878962
6.310014009475708,601983,878994
6.350407123565674,601986,878991
6.390775918960571,601976,878996
6.429046869277954,601986,879035
6.469484806060791,602001,879059
6.509900331497192,601998,879066
6.550303220748901,602007,879048
6.588940620422363,601999,879052
6.629758834838867,602013,879091
6.668830394744873,602023,879091
6.709645509719849,602019,879115
6.749350547790527,602005,879138
6.789742469787598,602036,879160
