time,Reflect: Red,Reflect: IR
0.0036706924438476562,1704427,1989331
0.007367849349975586,1704417,1989349
0.011104822158813477,1704418,1989343
0.014886617660522461,1704351,1989307
0.018628358840942383,1704336,1989318
0.022475481033325195,1704371,1989303
0.026340007781982422,1704399,1989282
0.030150175094604492,1704378,1989237
0.033800601959228516,1704409,1989301
0.03740358352661133,1704429,1989328
0.040985822677612305,1704419,1989300
0.044560909271240234,1704400,1989291
0.04811739921569824,1704396,1989300
0.051679134368896484,1704404,1989291
0.05535888671875,1704427,1989307
0.05861854553222656,1704431,1989336
0.06135058403015137,1704434,1989328
0.06420063972473145,1704436,1989335
0.06695938110351562,1704441,1989368
0.06975841522216797,1704438,1989387
0.07251119613647461,1704450,1989414
0.07533788681030273,1704451,1989399
0.0781097412109375,1704458,1989422
0.08088374137878418,1704462,1989440
0.08373618125915527,1704440,1989414
0.08668303489685059,1704403,1989427
0.08954405784606934,1704432,1989455
0.09233832359313965,1704445,1989415
0.09523773193359375,1704418,1989325
0.09800148010253906,1704414,1989275
0.10071015357971191,1704430,1989296
0.10356569290161133,1704454,1989129
0.1074686050415039,1704432,1989296
0.1223595142364502,1704443,1989403
0.1613316535949707,1704480,1989269
0.20041394233703613,1704445,1989320
0.24109339714050293,1704455,1989278
0.28095412254333496,1704453,1989361
0.3208158016204834,1704478,1989365
0.3608262538909912,1704491,1989355
0.400712251663208,1704516,1989397
0.44081544876098633,1704480,1989415
0.4808642864227295,1704476,1989417
0.5209105014801025,1704536,1989354
0.5607569217681885,1704473,1989426
0.600623607635498,1704514,1989426
0.6405448913574219,1704505,1989408
0.6804447174072266,1704415,1989385
0.720327615737915,1704395,1989362
0.7602179050445557,1704446,1989326
0.800091028213501,1704495,1989355
0.84079909324646,1704465,1989315
0.8821911811828613,1704418,1989364
0.9227144718170166,1704467,1989319
0.9625825881958008,1704495,1989352
1.0025324821472168,1704477,1989439
1.0416429042816162,1704477,1989383
1.082399606704712,1704489,1989421
1.1229627132415771,1704532,1989412
1.1634597778320312,1704482,1989418
1.2039761543273926,1704536,1989406
1.2422807216644287,1704502,1989509
1.2826898097991943,1704530,1989560
1.3230671882629395,1704541,1989544
1.3635132312774658,1704485,1989474
1.4018657207489014,1704500,1989551
1.442321538925171,1704506,1989529
1.481630802154541,1704569,1989578
1.5213289260864258,1704534,1989644
1.5622174739837646,1704473,1989541
1.6032633781433105,1704439,1989475
1.6437616348266602,1704492,1989468
1.6822102069854736,1704501,1989480
1.7226588726043701,1704473,1989435
1.7631585597991943,1704499,1989461
1.8036470413208008,1704527,1989481
1.841975450515747,1704490,1989506
1.882505178451538,1704536,1989493
1.9230127334594727,1704502,1989496
1.963559865951538,1704531,1989505
2.001969575881958,1704525,1989451
2.0411951541900635,1704524,1989497
2.082622528076172,1704560,1989520
2.123358964920044,1704583,1989522
2.1619114875793457,1704551,1989622
2.201751470565796,1704548,1989566
2.2408812046051025,1704547,1989569
2.281481981277466,1704601,1989603
2.321896553039551,1704575,1989620
2.3636648654937744,1704529,1989560
2.4013724327087402,1704566,1989493
2.440692663192749,1704494,1989515
2.481630802154541,1704549,1989456
2.520796775817871,1704544,1989472
2.5615923404693604,1704527,1989446
2.6012156009674072,1704504,1989454
2.6418960094451904,1704631,1989531
2.681344509124756,1704585,1989526
2.720491409301758,1704552,1989536
2.761873960494995,1704551,1989522
2.8019721508026123,1704535,1989533
2.8403542041778564,1704570,1989581
2.8799643516540527,1704596,1989570
2.9199321269989014,1704591,1989626
2.9594733715057373,1704600,1989620
3.0004491806030273,1704543,1989718
3.041332960128784,1704611,1989636
3.0804603099823,1704622,1989643
3.1213648319244385,1704606,1989651
3.160606622695923,1704642,1989677
3.201202869415283,1704637,1989695
3.2417964935302734,1704670,1989733
3.281672716140747,1704671,1989763
3.320680618286133,1704600,1989661
3.3600971698760986,1704536,1989684
3.4009125232696533,1704615,1989655
3.440119743347168,1704620,1989710
3.4813292026519775,1704599,1989645
3.5225608348846436,1704611,1989657
3.560950994491577,1704667,1989699
3.600877523422241,1704629,1989663
3.6400704383850098,1704626,1989676
3.6811506748199463,1704638,1989678
3.721578598022461,1704599,1989664
3.762157440185547,1704677,1989714
3.8005073070526123,1704624,1989694
3.841499090194702,1704641,1989696
3.88215708732605,1704656,1989712
3.9207115173339844,1704672,1989808
3.961254596710205,1704697,1989764
4.002291917800903,1704726,1989770
