time,bpm,spo2,Trans: Wave,Reflect: Red,Reflect: IR
0.0047070980072021484,72,98,60,57379,14334
0.043402671813964844,72,98,58,1146842,1146830
0.08223152160644531,72,98,55,1990245,2260962
0.1232149600982666,72,98,53,1998017,2552649
0.16166186332702637,72,98,51,1997988,2552640
0.2028026580810547,72,98,49,1997959,2552657
0.24416279792785645,72,98,47,1997946,2552662
0.28292226791381836,72,98,46,1997985,2552682
0.32376813888549805,72,98,45,1997954,2552635
0.36463403701782227,72,98,44,1997981,2552706
0.4033682346343994,72,98,43,1997931,2552631
0.4442329406738281,72,98,42,1997972,2552690
0.48297691345214844,72,98,41,1997940,2552671
0.5238058567047119,72,98,40,1997997,2552735
0.5646674633026123,72,98,38,1997927,2552619
0.6033759117126465,72,98,36,1997921,2552595
0.6442465782165527,72,98,34,1997863,2552539
0.6850967407226562,72,98,31,1997914,2552558
0.7237544059753418,72,98,29,1997859,2552527
0.7646489143371582,72,98,28,1997896,2552537
0.8033711910247803,72,98,26,1997888,2552578
0.8442254066467285,72,98,25,1997911,2552552
0.8850255012512207,72,98,24,1997890,2552564
0.9238660335540771,72,98,24,1997898,2552555
0.9633467197418213,72,98,23,1997884,2552529
1.0045483112335205,72,98,23,1997921,2552552
1.0440521240234375,72,98,22,1997917,2552583
1.0835950374603271,72,98,22,1997920,2552596
1.1247766017913818,72,98,22,1997935,2552586
1.1659719944000244,72,98,22,1997937,2552603
1.2048358917236328,72,98,22,1997919,2552618
1.2434134483337402,72,98,22,1997952,2552659
1.284580945968628,72,98,22,1997922,2552683
1.3240485191345215,72,98,22,1997919,2552637
1.3648977279663086,72,98,21,1997905,2552673
1.4057552814483643,72,98,20,1997894,2552563
1.4443707466125488,72,98,19,1997900,2552538
1.483893632888794,72,98,18,1997887,2552519
1.5250542163848877,72,98,18,1997873,2552557
1.5645251274108887,72,98,19,1997870,2552539
1.6056785583496094,72,98,23,1997890,2552527
1.6452913284301758,72,98,29,1997900,2552556
1.6847641468048096,72,98,37,1997877,2552541
1.7259175777435303,72,98,45,1997895,2552533
1.7668490409851074,72,98,53,1997873,2552517
1.8055717945098877,72,98,60,1997913,2552592
1.845954179763794,72,98,64,1997898,2552582
1.8854663372039795,72,98,66,1997926,2552602
1.9249241352081299,72,98,65,1997912,2552636
1.966099500656128,72,98,63,1997917,2552621
2.0055594444274902,71,98,60,1997924,2552585
2.047553777694702,71,98,57,1997942,2552619
2.0862998962402344,71,98,54,1997895,2552607
2.1270997524261475,71,98,51,1997939,2552633
2.165867567062378,71,98,48,1997946,2552670
2.206813335418701,71,98,45,1997908,2552582
2.2456483840942383,71,98,43,1997872,2552502
2.2868049144744873,71,98,42,1997866,2552511
2.326258897781372,71,98,42,1997886,2552517
2.36679744720459,71,98,42,1997872,2552548
2.4076924324035645,71,98,42,1997894,2552552
2.4463484287261963,71,98,42,1997910,2552585
2.4858498573303223,71,98,42,1997897,2552545
2.527010202407837,71,98,41,1997892,2552563
2.566523551940918,71,98,40,1997891,2552518
